거래ID,거래일시,고객ID,고객연령,고객성별,고객지역,제품코드,제품명,카테고리,수량,단가,총금액,결제방법,할인율,마케팅채널,판매사원ID
TXN004323,2025-06-21 14:04:34,CUST3660,63,여성,용인,PRD006,블루투스 스피커,전자제품,2,150000,285000,현금,5,지인추천,EMP038
TXN004324,2025-02-27 15:21:37,CUST2685,33,남성,김포,PRD001,화장품 세트,뷰티,1,100000,95000,현금,5,카페추천,EMP006
TXN004325,2025-04-12 12:05:25,CUST2489,58,남성,김포,PRD002,무선이어폰 AirPods,전자제품,1,200000,170000,할부,15,인스타그램,EMP005
TXN004326,2025-03-02 09:26:08,CUST1443,39,여성,용인,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,신용카드,0,페이스북,EMP015
TXN004327,2025-05-29 14:08:18,CUST2432,61,여성,용인,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,신용카드,0,매장방문,EMP033
TXN004328,2025-04-11 09:08:18,CUST1985,27,남성,수원,PRD003,운동화 Nike Air Max,의류/신발,1,100000,95000,카드,5,카페추천,EMP050
TXN004329,2025-06-24 15:53:07,CUST3426,63,남성,부산,PRD006,블루투스 스피커,전자제품,2,150000,285000,카드,5,구글광고,EMP017
TXN004330,2025-03-15 09:25:03,CUST2017,38,남성,울산,PRD004,스마트폰 Galaxy S24,전자제품,2,700000,1400000,신용카드,0,인스타그램,EMP011
TXN004331,2025-05-15 20:05:10,CUST2958,50,여성,용인,PRD003,운동화 Nike Air Max,의류/신발,2,100000,200000,할부,0,블로그,EMP016
TXN004332,2025-05-13 19:16:01,CUST3534,62,여성,평택,PRD006,블루투스 스피커,전자제품,1,150000,142500,신용카드,5,블로그,EMP032
TXN004333,2025-02-16 10:25:43,CUST3900,45,여성,하남,PRD009,프로틴 파우더,건강식품,2,100000,190000,신용카드,5,쿠팡,EMP016
TXN004334,2025-05-01 16:15:02,CUST1757,37,남성,부산,PRD009,프로틴 파우더,건강식품,1,100000,75000,현금,25,인스타그램,EMP023
TXN004335,2025-05-12 13:17:37,CUST0995,35,남성,의정부,PRD010,책상 IKEA,가구,1,300000,225000,카드,25,크로스핏,EMP050
TXN004336,2025-06-20 14:03:19,CUST1508,18,여성,안양,PRD001,화장품 세트,뷰티,1,100000,80000,할부,20,네이버블로그,EMP045
TXN004337,2025-01-16 21:40:48,CUST4402,32,여성,부천,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,525000,현금,25,학교할인,EMP014
TXN004338,2025-06-16 17:25:17,CUST4135,65,남성,광주,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,현금,0,온라인광고,EMP023
TXN004339,2025-02-16 20:44:20,CUST4630,57,남성,울산,PRD006,블루투스 스피커,전자제품,3,150000,450000,현금,0,네이버블로그,EMP004
TXN004340,2025-04-05 11:07:39,CUST0893,47,남성,부천,PRD006,블루투스 스피커,전자제품,1,150000,150000,신용카드,0,블로그,EMP005
TXN004341,2025-03-18 17:54:39,CUST2973,26,여성,울산,PRD005,요가매트,스포츠용품,1,50000,40000,할부,20,카카오톡,EMP028
TXN004342,2025-05-04 13:02:53,CUST4899,40,여성,안양,PRD003,운동화 Nike Air Max,의류/신발,3,100000,285000,카드,5,매장방문,EMP036
TXN004343,2025-05-19 17:44:46,CUST3911,28,여성,수원,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,595000,신용카드,15,카카오톡,EMP026
TXN004344,2025-06-08 10:18:13,CUST0738,49,여성,용인,PRD003,운동화 Nike Air Max,의류/신발,1,100000,80000,현금,20,유튜브,EMP006
TXN004345,2025-04-22 21:55:42,CUST0044,50,남성,의정부,PRD001,화장품 세트,뷰티,1,100000,90000,카드,10,카카오톡,EMP022
TXN004346,2025-05-13 18:24:07,CUST1815,45,남성,울산,PRD001,화장품 세트,뷰티,1,100000,95000,할부,5,인스타그램,EMP024
TXN004347,2025-04-26 18:42:35,CUST1405,19,여성,부천,PRD008,노트북 MacBook Air,전자제품,1,2100000,1785000,카드,15,헬스장추천,EMP009
TXN004348,2025-05-12 13:37:04,CUST1955,30,여성,인천,PRD008,노트북 MacBook Air,전자제품,3,2100000,5040000,카드,20,구글광고,EMP027
TXN004349,2025-04-26 13:53:01,CUST3012,53,여성,안산,PRD006,블루투스 스피커,전자제품,3,150000,427500,현금,5,크로스핏,EMP024
TXN004350,2025-04-15 11:09:58,CUST4485,36,남성,부산,PRD005,요가매트,스포츠용품,1,50000,50000,카드,0,카페추천,EMP015
TXN004351,2025-04-13 16:13:27,CUST4583,20,여성,의정부,PRD001,화장품 세트,뷰티,2,100000,190000,카드,5,지인추천,EMP015
TXN004352,2025-05-15 16:54:58,CUST1910,38,남성,김포,PRD008,노트북 MacBook Air,전자제품,1,2100000,1785000,현금,15,TV광고,EMP010
TXN004353,2025-05-03 15:07:18,CUST1888,53,여성,용인,PRD002,무선이어폰 AirPods,전자제품,4,200000,800000,현금,0,온라인광고,EMP017
TXN004354,2025-05-07 18:50:53,CUST1104,42,남성,용인,PRD001,화장품 세트,뷰티,1,100000,85000,할부,15,블로그,EMP046
TXN004355,2025-01-17 19:18:28,CUST0197,37,남성,하남,PRD001,화장품 세트,뷰티,1,100000,85000,카드,15,지인추천,EMP031
TXN004356,2025-04-18 11:35:58,CUST4605,59,여성,성남,PRD001,화장품 세트,뷰티,1,100000,100000,할부,0,인플루언서,EMP004
TXN004357,2025-04-09 20:53:25,CUST2455,62,여성,대전,PRD006,블루투스 스피커,전자제품,4,150000,420000,할부,30,학교할인,EMP008
TXN004358,2025-01-21 16:22:31,CUST0054,54,여성,안산,PRD005,요가매트,스포츠용품,1,50000,40000,할부,20,네이버쇼핑,EMP040
TXN004359,2025-06-09 19:28:35,CUST1838,25,남성,부산,PRD001,화장품 세트,뷰티,1,100000,100000,할부,0,쿠팡,EMP025
TXN004360,2025-03-31 11:53:15,CUST1990,41,남성,인천,PRD001,화장품 세트,뷰티,1,100000,85000,현금,15,학교할인,EMP042
TXN004361,2025-02-20 19:52:09,CUST4721,28,남성,용인,PRD006,블루투스 스피커,전자제품,3,150000,427500,신용카드,5,TV광고,EMP034
TXN004362,2025-01-31 09:19:52,CUST4699,23,여성,의정부,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,할부,0,인플루언서,EMP024
TXN004363,2025-01-28 20:50:30,CUST2831,19,남성,평택,PRD003,운동화 Nike Air Max,의류/신발,1,100000,95000,할부,5,지인추천,EMP024
TXN004364,2025-04-09 09:55:52,CUST4228,22,남성,울산,PRD003,운동화 Nike Air Max,의류/신발,1,100000,70000,신용카드,30,페이스북,EMP022
TXN004365,2025-05-07 16:02:00,CUST3764,47,여성,부천,PRD004,스마트폰 Galaxy S24,전자제품,3,700000,1680000,할부,20,블로그,EMP038
TXN004366,2025-02-25 10:43:42,CUST4842,46,여성,수원,PRD003,운동화 Nike Air Max,의류/신발,1,100000,80000,신용카드,20,헬스장추천,EMP009
TXN004367,2025-04-01 20:41:05,CUST4778,46,여성,광주,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,할부,0,유튜브,EMP035
TXN004368,2025-06-06 14:39:06,CUST0233,46,남성,구리,PRD005,요가매트,스포츠용품,1,50000,40000,신용카드,20,카카오톡,EMP047
TXN004369,2025-04-16 17:13:37,CUST1243,65,여성,안산,PRD002,무선이어폰 AirPods,전자제품,1,200000,150000,카드,25,구글광고,EMP033
TXN004370,2025-03-30 21:17:17,CUST4694,26,여성,고양,PRD008,노트북 MacBook Air,전자제품,1,2100000,1995000,할부,5,블로그,EMP026
TXN004371,2025-05-20 09:29:36,CUST3264,59,여성,평택,PRD006,블루투스 스피커,전자제품,1,150000,112500,현금,25,매장방문,EMP026
TXN004372,2025-03-23 11:55:42,CUST3271,38,남성,광주,PRD002,무선이어폰 AirPods,전자제품,1,200000,170000,카드,15,헬스장추천,EMP001
TXN004373,2025-05-09 16:05:54,CUST2266,39,남성,평택,PRD001,화장품 세트,뷰티,1,100000,100000,할부,0,블로그,EMP038
TXN004374,2025-05-20 13:39:15,CUST0039,45,여성,성남,PRD005,요가매트,스포츠용품,1,50000,47500,카드,5,인플루언서,EMP023
TXN004375,2025-05-03 10:54:04,CUST4805,32,남성,구리,PRD001,화장품 세트,뷰티,1,100000,80000,카드,20,헬스장추천,EMP026
TXN004376,2025-04-01 16:34:53,CUST2144,59,여성,부천,PRD009,프로틴 파우더,건강식품,1,100000,100000,현금,0,지인추천,EMP004
TXN004377,2025-03-03 14:41:05,CUST1666,31,여성,안양,PRD001,화장품 세트,뷰티,1,100000,75000,현금,25,네이버블로그,EMP043
TXN004378,2025-06-02 15:23:17,CUST3345,64,여성,하남,PRD005,요가매트,스포츠용품,1,50000,47500,할부,5,카페추천,EMP010
TXN004379,2025-03-27 17:51:32,CUST1498,63,남성,안산,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,카드,0,카카오톡,EMP028
TXN004380,2025-04-30 12:44:21,CUST4663,36,여성,평택,PRD007,커피머신 Nespresso,가전제품,1,300000,210000,현금,30,카카오톡,EMP025
TXN004381,2025-04-28 21:05:12,CUST1916,62,남성,김포,PRD005,요가매트,스포츠용품,1,50000,50000,카드,0,카페추천,EMP046
TXN004382,2025-02-05 11:25:42,CUST4182,44,남성,대전,PRD003,운동화 Nike Air Max,의류/신발,1,100000,80000,할부,20,지인추천,EMP013
TXN004383,2025-05-14 10:03:25,CUST2130,49,여성,고양,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,카드,0,쿠팡,EMP001
TXN004384,2025-05-04 10:09:13,CUST3462,18,남성,인천,PRD001,화장품 세트,뷰티,1,100000,95000,할부,5,카페추천,EMP023
TXN004385,2025-05-09 18:24:09,CUST2534,64,남성,부천,PRD002,무선이어폰 AirPods,전자제품,1,200000,170000,신용카드,15,블로그,EMP020
TXN004386,2025-05-07 15:23:41,CUST0634,56,여성,광주,PRD004,스마트폰 Galaxy S24,전자제품,3,700000,2100000,할부,0,온라인광고,EMP047
TXN004387,2025-02-27 14:48:24,CUST4367,43,남성,고양,PRD001,화장품 세트,뷰티,1,100000,100000,신용카드,0,크로스핏,EMP016
TXN004388,2025-05-09 16:45:24,CUST3210,64,남성,구리,PRD001,화장품 세트,뷰티,1,100000,100000,할부,0,인플루언서,EMP007
TXN004389,2025-05-19 13:09:20,CUST2754,21,남성,광주,PRD009,프로틴 파우더,건강식품,3,100000,255000,카드,15,유튜브,EMP047
TXN004390,2025-05-26 11:50:30,CUST2652,32,남성,수원,PRD001,화장품 세트,뷰티,1,100000,100000,신용카드,0,네이버블로그,EMP006
TXN004391,2025-04-18 14:41:34,CUST2364,18,남성,평택,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,카드,0,카카오톡,EMP048
TXN004392,2025-04-26 13:37:24,CUST4799,24,남성,수원,PRD001,화장품 세트,뷰티,1,100000,100000,카드,0,온라인광고,EMP020
TXN004393,2025-05-20 12:29:35,CUST2892,42,여성,대구,PRD003,운동화 Nike Air Max,의류/신발,1,100000,95000,신용카드,5,카페추천,EMP005
TXN004394,2025-02-07 10:00:47,CUST4016,43,여성,부산,PRD002,무선이어폰 AirPods,전자제품,2,200000,400000,현금,0,유튜브,EMP049
TXN004395,2025-03-10 18:38:55,CUST2145,29,여성,대구,PRD001,화장품 세트,뷰티,1,100000,100000,카드,0,유튜브,EMP017
TXN004396,2025-06-06 09:43:07,CUST2776,20,남성,부천,PRD010,책상 IKEA,가구,1,300000,285000,현금,5,인스타그램,EMP025
TXN004397,2025-06-02 11:32:31,CUST2387,29,여성,하남,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,할부,0,구글광고,EMP021
TXN004398,2025-02-19 17:01:06,CUST2239,59,남성,고양,PRD004,스마트폰 Galaxy S24,전자제품,2,700000,1330000,할부,5,유튜브,EMP006
TXN004399,2025-03-06 16:06:55,CUST4690,44,여성,용인,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,665000,신용카드,5,유튜브,EMP008
TXN004400,2025-02-14 09:27:39,CUST1008,44,여성,용인,PRD002,무선이어폰 AirPods,전자제품,4,200000,800000,현금,0,카페추천,EMP015
TXN004401,2025-05-24 15:43:43,CUST2913,33,남성,울산,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,현금,0,매장방문,EMP014
TXN004402,2025-05-10 18:53:40,CUST1554,41,여성,용인,PRD009,프로틴 파우더,건강식품,1,100000,95000,할부,5,카페추천,EMP039
TXN004403,2025-03-11 12:34:23,CUST1559,18,남성,고양,PRD008,노트북 MacBook Air,전자제품,1,2100000,1995000,할부,5,페이스북,EMP041
TXN004404,2025-04-24 18:48:29,CUST1446,50,남성,안양,PRD008,노트북 MacBook Air,전자제품,1,2100000,1995000,할부,5,TV광고,EMP005
TXN004405,2025-03-04 17:15:26,CUST0023,34,남성,인천,PRD009,프로틴 파우더,건강식품,1,100000,90000,신용카드,10,지인추천,EMP035
TXN004406,2025-03-31 14:58:39,CUST2514,32,남성,부천,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,현금,0,구글광고,EMP038
TXN004407,2025-04-13 20:29:54,CUST1097,46,여성,부산,PRD004,스마트폰 Galaxy S24,전자제품,3,700000,1890000,할부,10,유튜브,EMP046
TXN004408,2025-06-08 12:23:58,CUST4659,32,여성,평택,PRD003,운동화 Nike Air Max,의류/신발,1,100000,90000,현금,10,블로그,EMP003
TXN004409,2025-05-07 19:14:34,CUST0492,31,여성,부천,PRD008,노트북 MacBook Air,전자제품,1,2100000,1680000,신용카드,20,카카오톡,EMP048
TXN004410,2025-05-04 13:24:38,CUST4731,60,남성,시흥,PRD009,프로틴 파우더,건강식품,1,100000,80000,신용카드,20,블로그,EMP029
TXN004411,2025-05-10 12:37:35,CUST4726,51,여성,울산,PRD006,블루투스 스피커,전자제품,1,150000,150000,신용카드,0,지인추천,EMP033
TXN004412,2025-04-28 20:06:26,CUST0472,30,남성,서울,PRD001,화장품 세트,뷰티,1,100000,100000,현금,0,온라인광고,EMP026
TXN004413,2025-01-12 16:34:43,CUST0043,47,남성,울산,PRD001,화장품 세트,뷰티,1,100000,100000,신용카드,0,인스타그램,EMP015
TXN004414,2025-04-13 09:12:01,CUST3760,55,남성,성남,PRD003,운동화 Nike Air Max,의류/신발,2,100000,150000,할부,25,카카오톡,EMP031
TXN004415,2025-05-01 15:38:00,CUST0544,63,남성,안양,PRD009,프로틴 파우더,건강식품,1,100000,100000,현금,0,쿠팡,EMP009
TXN004416,2025-05-12 13:51:17,CUST0341,26,남성,평택,PRD005,요가매트,스포츠용품,1,50000,42500,현금,15,네이버블로그,EMP001
TXN004417,2025-05-13 16:13:54,CUST2277,55,여성,수원,PRD001,화장품 세트,뷰티,2,100000,200000,할부,0,인스타그램,EMP023
TXN004418,2025-06-02 19:54:39,CUST1056,22,남성,성남,PRD009,프로틴 파우더,건강식품,5,100000,500000,신용카드,0,네이버쇼핑,EMP048
TXN004419,2025-05-26 14:22:20,CUST1868,24,남성,시흥,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,665000,할부,5,온라인광고,EMP020
TXN004420,2025-02-23 19:50:48,CUST3500,43,남성,김포,PRD010,책상 IKEA,가구,1,300000,240000,현금,20,네이버쇼핑,EMP040
TXN004421,2025-02-25 14:50:26,CUST1140,40,여성,김포,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,신용카드,0,TV광고,EMP012
TXN004422,2025-05-16 15:48:26,CUST0665,45,여성,부천,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,560000,신용카드,20,학교할인,EMP009
TXN004423,2025-05-05 14:11:08,CUST4193,57,여성,안산,PRD003,운동화 Nike Air Max,의류/신발,1,100000,95000,카드,5,네이버쇼핑,EMP030
TXN004424,2025-05-22 18:51:29,CUST3089,46,여성,수원,PRD005,요가매트,스포츠용품,1,50000,47500,현금,5,페이스북,EMP027
TXN004425,2025-03-19 20:46:02,CUST3827,44,남성,대구,PRD001,화장품 세트,뷰티,1,100000,95000,카드,5,네이버블로그,EMP006
TXN004426,2025-03-08 15:48:42,CUST3132,19,여성,부천,PRD001,화장품 세트,뷰티,1,100000,95000,신용카드,5,페이스북,EMP023
TXN004427,2025-05-18 14:01:59,CUST1747,45,여성,수원,PRD008,노트북 MacBook Air,전자제품,1,2100000,1995000,카드,5,블로그,EMP043
TXN004428,2025-05-03 16:09:32,CUST4996,52,남성,의정부,PRD009,프로틴 파우더,건강식품,1,100000,90000,신용카드,10,네이버쇼핑,EMP031
TXN004429,2025-04-04 09:25:01,CUST0095,38,남성,안양,PRD006,블루투스 스피커,전자제품,3,150000,450000,카드,0,네이버블로그,EMP039
TXN004430,2025-05-14 16:30:42,CUST1279,61,여성,용인,PRD009,프로틴 파우더,건강식품,1,100000,100000,할부,0,네이버쇼핑,EMP029
TXN004431,2025-06-10 10:03:47,CUST2661,31,남성,대전,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,현금,0,헬스장추천,EMP036
TXN004432,2025-03-07 19:44:40,CUST3940,22,여성,고양,PRD004,스마트폰 Galaxy S24,전자제품,2,700000,1330000,카드,5,온라인광고,EMP005
TXN004433,2025-02-17 21:59:56,CUST3025,25,여성,고양,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,현금,0,블로그,EMP013
TXN004434,2025-04-08 12:41:45,CUST1056,56,남성,부천,PRD005,요가매트,스포츠용품,2,50000,75000,할부,25,네이버블로그,EMP023
TXN004435,2025-04-07 20:02:42,CUST0166,60,여성,안양,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,665000,카드,5,온라인몰,EMP033
TXN004436,2025-04-02 15:55:30,CUST3350,24,여성,하남,PRD002,무선이어폰 AirPods,전자제품,3,200000,570000,카드,5,카페추천,EMP038
TXN004437,2025-04-17 13:38:10,CUST0246,49,여성,부천,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,카드,5,카페추천,EMP024
TXN004438,2025-03-09 10:47:06,CUST2116,43,남성,부천,PRD006,블루투스 스피커,전자제품,1,150000,112500,현금,25,인플루언서,EMP007
TXN004439,2025-01-05 16:19:25,CUST1583,25,여성,평택,PRD005,요가매트,스포츠용품,1,50000,40000,카드,20,유튜브,EMP004
TXN004440,2025-05-28 11:15:26,CUST4462,55,남성,대구,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,할부,0,쿠팡,EMP031
TXN004441,2025-04-20 16:38:26,CUST2621,41,여성,부산,PRD009,프로틴 파우더,건강식품,1,100000,75000,할부,25,헬스장추천,EMP039
TXN004442,2025-03-10 20:57:16,CUST2639,42,여성,평택,PRD001,화장품 세트,뷰티,1,100000,85000,현금,15,온라인광고,EMP021
TXN004443,2025-04-30 11:10:55,CUST0849,52,여성,안양,PRD006,블루투스 스피커,전자제품,1,150000,150000,현금,0,카카오톡,EMP047
TXN004444,2025-06-20 11:54:16,CUST2790,19,여성,서울,PRD009,프로틴 파우더,건강식품,1,100000,100000,카드,0,지인추천,EMP041
TXN004445,2025-01-19 14:59:06,CUST4159,29,여성,대전,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,카드,0,인플루언서,EMP007
TXN004446,2025-01-18 19:32:17,CUST0654,60,여성,수원,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,할부,0,카페추천,EMP010
TXN004447,2025-03-20 14:51:54,CUST3870,42,여성,대구,PRD010,책상 IKEA,가구,1,300000,270000,할부,10,구글광고,EMP017
TXN004448,2025-06-01 11:31:07,CUST3843,57,여성,성남,PRD001,화장품 세트,뷰티,1,100000,95000,카드,5,매장방문,EMP041
TXN004449,2025-05-18 12:24:21,CUST3151,43,여성,수원,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,신용카드,0,크로스핏,EMP008
TXN004450,2025-05-20 09:12:00,CUST3810,40,여성,인천,PRD001,화장품 세트,뷰티,1,100000,100000,신용카드,0,구글광고,EMP032
TXN004451,2025-01-29 13:18:55,CUST2356,32,여성,대전,PRD003,운동화 Nike Air Max,의류/신발,2,100000,200000,할부,0,블로그,EMP020
TXN004452,2025-02-16 16:15:25,CUST0202,37,여성,용인,PRD003,운동화 Nike Air Max,의류/신발,1,100000,85000,현금,15,구글광고,EMP023
TXN004453,2025-02-27 13:41:22,CUST4369,59,남성,울산,PRD008,노트북 MacBook Air,전자제품,2,2100000,3360000,할부,20,인플루언서,EMP026
TXN004454,2025-05-06 11:47:31,CUST4272,64,여성,의정부,PRD010,책상 IKEA,가구,1,300000,300000,할부,0,네이버블로그,EMP050
TXN004455,2025-03-18 14:49:37,CUST0602,65,여성,성남,PRD006,블루투스 스피커,전자제품,3,150000,405000,현금,10,지인추천,EMP033
TXN004456,2025-05-08 13:04:31,CUST4678,24,남성,광주,PRD009,프로틴 파우더,건강식품,3,100000,285000,할부,5,구글광고,EMP023
TXN004457,2025-02-29 20:41:59,CUST1419,26,남성,고양,PRD009,프로틴 파우더,건강식품,1,100000,100000,신용카드,0,구글광고,EMP021
TXN004458,2025-05-25 21:00:13,CUST0294,48,남성,김포,PRD001,화장품 세트,뷰티,1,100000,95000,할부,5,TV광고,EMP023
TXN004459,2025-06-04 14:53:49,CUST3221,27,남성,대전,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,할부,0,매장방문,EMP019
TXN004460,2025-06-11 14:47:09,CUST3138,58,남성,시흥,PRD007,커피머신 Nespresso,가전제품,1,300000,255000,할부,15,지인추천,EMP029
TXN004461,2025-04-06 19:41:17,CUST3382,26,여성,울산,PRD003,운동화 Nike Air Max,의류/신발,1,100000,95000,카드,5,매장방문,EMP043
TXN004462,2025-05-22 15:10:22,CUST3608,38,남성,부산,PRD001,화장품 세트,뷰티,1,100000,85000,카드,15,블로그,EMP001
TXN004463,2025-05-28 16:19:13,CUST4263,29,여성,수원,PRD007,커피머신 Nespresso,가전제품,1,300000,300000,신용카드,0,네이버쇼핑,EMP032
TXN004464,2025-04-16 19:21:35,CUST2675,32,여성,평택,PRD010,책상 IKEA,가구,1,300000,300000,할부,0,네이버블로그,EMP030
TXN004465,2025-06-16 18:31:11,CUST5000,39,여성,부산,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,630000,할부,10,블로그,EMP029
TXN004466,2025-02-13 17:19:38,CUST0526,18,남성,대전,PRD001,화장품 세트,뷰티,1,100000,100000,신용카드,0,학교할인,EMP041
TXN004467,2025-04-22 09:52:23,CUST2344,30,남성,수원,PRD009,프로틴 파우더,건강식품,1,100000,85000,카드,15,네이버쇼핑,EMP001
TXN004468,2025-03-12 15:03:47,CUST3800,38,남성,고양,PRD005,요가매트,스포츠용품,2,50000,100000,현금,0,쿠팡,EMP020
TXN004469,2025-03-01 17:18:01,CUST4875,51,여성,안산,PRD005,요가매트,스포츠용품,2,50000,100000,현금,0,크로스핏,EMP011
TXN004470,2025-05-25 17:06:15,CUST1258,62,여성,안산,PRD001,화장품 세트,뷰티,5,100000,500000,현금,0,헬스장추천,EMP025
TXN004471,2025-06-10 17:46:35,CUST1069,63,여성,대전,PRD001,화장품 세트,뷰티,2,100000,160000,할부,20,인스타그램,EMP004
TXN004472,2025-03-21 21:52:47,CUST0828,48,남성,하남,PRD003,운동화 Nike Air Max,의류/신발,2,100000,150000,신용카드,25,TV광고,EMP039
TXN004473,2025-04-16 16:52:19,CUST0237,30,남성,평택,PRD001,화장품 세트,뷰티,1,100000,95000,신용카드,5,네이버블로그,EMP038
TXN004474,2025-01-28 18:40:22,CUST2739,33,남성,서울,PRD005,요가매트,스포츠용품,1,50000,47500,현금,5,쿠팡,EMP033
TXN004475,2025-04-26 18:41:37,CUST1037,62,여성,광주,PRD001,화장품 세트,뷰티,5,100000,350000,신용카드,30,네이버블로그,EMP017
TXN004476,2025-05-11 11:22:50,CUST4060,44,남성,안산,PRD001,화장품 세트,뷰티,4,100000,380000,현금,5,온라인몰,EMP001
TXN004477,2025-02-05 09:18:33,CUST3581,29,여성,인천,PRD007,커피머신 Nespresso,가전제품,1,300000,270000,할부,10,페이스북,EMP003
TXN004478,2025-03-22 19:17:30,CUST3271,28,여성,성남,PRD003,운동화 Nike Air Max,의류/신발,4,100000,360000,신용카드,10,구글광고,EMP017
TXN004479,2025-03-28 09:12:09,CUST3344,61,남성,부산,PRD001,화장품 세트,뷰티,1,100000,100000,카드,0,페이스북,EMP022
TXN004480,2025-05-27 17:53:27,CUST4704,65,여성,안양,PRD002,무선이어폰 AirPods,전자제품,1,200000,180000,할부,10,유튜브,EMP040
TXN004481,2025-02-05 19:21:41,CUST4159,31,남성,평택,PRD001,화장품 세트,뷰티,3,100000,300000,카드,0,페이스북,EMP023
TXN004482,2025-03-18 18:57:17,CUST2513,19,남성,인천,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,현금,0,쿠팡,EMP021
TXN004483,2025-02-17 17:55:10,CUST2328,29,남성,안양,PRD005,요가매트,스포츠용품,1,50000,45000,카드,10,TV광고,EMP042
TXN004484,2025-05-19 18:08:50,CUST4959,25,여성,부산,PRD008,노트북 MacBook Air,전자제품,1,2100000,1785000,현금,15,카페추천,EMP014
TXN004485,2025-04-02 21:44:33,CUST4399,19,여성,시흥,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,카드,0,네이버쇼핑,EMP043
TXN004486,2025-01-16 11:47:00,CUST4194,37,남성,대구,PRD001,화장품 세트,뷰티,1,100000,90000,신용카드,10,네이버쇼핑,EMP020
TXN004487,2025-04-22 20:13:21,CUST4048,30,남성,김포,PRD002,무선이어폰 AirPods,전자제품,1,200000,160000,신용카드,20,페이스북,EMP020
TXN004488,2025-04-14 14:33:49,CUST1144,33,여성,울산,PRD005,요가매트,스포츠용품,1,50000,50000,할부,0,인플루언서,EMP015
TXN004489,2025-05-02 20:16:43,CUST2740,31,남성,평택,PRD008,노트북 MacBook Air,전자제품,2,2100000,3990000,카드,5,쿠팡,EMP015
TXN004490,2025-03-21 10:45:17,CUST3014,58,남성,용인,PRD001,화장품 세트,뷰티,1,100000,85000,현금,15,매장방문,EMP033
TXN004491,2025-05-20 14:06:44,CUST0900,39,여성,구리,PRD003,운동화 Nike Air Max,의류/신발,1,100000,95000,할부,5,지인추천,EMP015
TXN004492,2025-03-04 12:48:22,CUST2799,40,남성,서울,PRD006,블루투스 스피커,전자제품,1,150000,150000,현금,0,인스타그램,EMP013
TXN004493,2025-03-18 11:09:39,CUST0189,31,남성,의정부,PRD001,화장품 세트,뷰티,1,100000,100000,할부,0,매장방문,EMP047
TXN004494,2025-03-24 09:12:28,CUST0424,22,여성,부산,PRD008,노트북 MacBook Air,전자제품,1,2100000,2100000,카드,0,크로스핏,EMP029
TXN004495,2025-03-21 15:23:02,CUST0256,22,남성,시흥,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,현금,0,온라인광고,EMP036
TXN004496,2025-04-03 17:05:48,CUST4955,23,남성,김포,PRD009,프로틴 파우더,건강식품,2,100000,150000,카드,25,크로스핏,EMP050
TXN004497,2025-05-28 17:35:24,CUST3252,62,남성,서울,PRD001,화장품 세트,뷰티,1,100000,90000,할부,10,유튜브,EMP017
TXN004498,2025-05-06 11:39:00,CUST1164,61,남성,수원,PRD006,블루투스 스피커,전자제품,2,150000,255000,카드,15,인플루언서,EMP004
TXN004499,2025-04-16 20:21:29,CUST4149,43,남성,구리,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,현금,0,크로스핏,EMP002
TXN004500,2025-05-07 14:07:09,CUST1043,47,여성,울산,PRD001,화장품 세트,뷰티,1,100000,90000,할부,10,쿠팡,EMP032
TXN004501,2025-04-03 12:49:14,CUST2481,61,여성,하남,PRD006,블루투스 스피커,전자제품,1,150000,150000,신용카드,0,구글광고,EMP033
TXN004502,2025-03-03 11:11:37,CUST3751,25,남성,김포,PRD006,블루투스 스피커,전자제품,1,150000,112500,카드,25,TV광고,EMP031
